"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEL","POVERTYGAP","66MORE","RT","A","2007",0.174,
"BEL","POVERTYGAP","66MORE","RT","A","2008",0.151,
"BEL","POVERTYGAP","66MORE","RT","A","2009",0.188,
"BEL","POVERTYGAP","66MORE","RT","A","2010",0.161,
"BEL","POVERTYGAP","66MORE","RT","A","2011",0.301,
"BEL","POVERTYGAP","66MORE","RT","A","2012",0.168,
"BEL","POVERTYGAP","66MORE","RT","A","2013",0.173,
"BEL","POVERTYGAP","66MORE","RT","A","2014",0.177,
"BEL","POVERTYGAP","66MORE","RT","A","2015",0.165,
"BEL","POVERTYGAP","66MORE","RT","A","2016",0.161,
"BEL","POVERTYGAP","66MORE","RT","A","2017",0.193,
"CAN","POVERTYGAP","66MORE","RT","A","1976",0.25,
"CAN","POVERTYGAP","66MORE","RT","A","1977",0.279,
"CAN","POVERTYGAP","66MORE","RT","A","1978",0.269,
"CAN","POVERTYGAP","66MORE","RT","A","1979",0.229,
"CAN","POVERTYGAP","66MORE","RT","A","1980",0.193,
"CAN","POVERTYGAP","66MORE","RT","A","1981",0.183,
"CAN","POVERTYGAP","66MORE","RT","A","1982",0.148,
"CAN","POVERTYGAP","66MORE","RT","A","1983",0.155,
"CAN","POVERTYGAP","66MORE","RT","A","1984",0.153,
"CAN","POVERTYGAP","66MORE","RT","A","1985",0.173,
"CAN","POVERTYGAP","66MORE","RT","A","1986",0.164,
"CAN","POVERTYGAP","66MORE","RT","A","1987",0.168,
"CAN","POVERTYGAP","66MORE","RT","A","1988",0.156,
"CAN","POVERTYGAP","66MORE","RT","A","1989",0.117,
"CAN","POVERTYGAP","66MORE","RT","A","1990",0.141,
"CAN","POVERTYGAP","66MORE","RT","A","1991",0.124,
"CAN","POVERTYGAP","66MORE","RT","A","1992",0.118,
"CAN","POVERTYGAP","66MORE","RT","A","1993",0.146,
"CAN","POVERTYGAP","66MORE","RT","A","1994",0.134,
"CAN","POVERTYGAP","66MORE","RT","A","1995",0.104,
"CAN","POVERTYGAP","66MORE","RT","A","1996",0.144,
"CAN","POVERTYGAP","66MORE","RT","A","1997",0.163,
"CAN","POVERTYGAP","66MORE","RT","A","1998",0.148,
"CAN","POVERTYGAP","66MORE","RT","A","1999",0.114,
"CAN","POVERTYGAP","66MORE","RT","A","2000",0.14,
"CAN","POVERTYGAP","66MORE","RT","A","2001",0.147,
"CAN","POVERTYGAP","66MORE","RT","A","2002",0.141,
"CAN","POVERTYGAP","66MORE","RT","A","2003",0.161,
"CAN","POVERTYGAP","66MORE","RT","A","2004",0.135,
"CAN","POVERTYGAP","66MORE","RT","A","2005",0.117,
"CAN","POVERTYGAP","66MORE","RT","A","2006",0.144,
"CAN","POVERTYGAP","66MORE","RT","A","2007",0.121,
"CAN","POVERTYGAP","66MORE","RT","A","2008",0.126,
"CAN","POVERTYGAP","66MORE","RT","A","2009",0.142,
"CAN","POVERTYGAP","66MORE","RT","A","2010",0.141,
"CAN","POVERTYGAP","66MORE","RT","A","2011",0.143,
"CAN","POVERTYGAP","66MORE","RT","A","2012",0.117,
"CAN","POVERTYGAP","66MORE","RT","A","2013",0.122,
"CAN","POVERTYGAP","66MORE","RT","A","2014",0.122,
"CAN","POVERTYGAP","66MORE","RT","A","2015",0.132,
"CAN","POVERTYGAP","66MORE","RT","A","2016",0.132,
"CAN","POVERTYGAP","66MORE","RT","A","2017",0.126,
"CZE","POVERTYGAP","66MORE","RT","A","2004",0.122,
"CZE","POVERTYGAP","66MORE","RT","A","2005",0.111,
"CZE","POVERTYGAP","66MORE","RT","A","2006",0.102,
"CZE","POVERTYGAP","66MORE","RT","A","2007",0.106,
"CZE","POVERTYGAP","66MORE","RT","A","2008",0.084,
"CZE","POVERTYGAP","66MORE","RT","A","2009",0.089,
"CZE","POVERTYGAP","66MORE","RT","A","2010",0.105,
"CZE","POVERTYGAP","66MORE","RT","A","2011",0.104,
"CZE","POVERTYGAP","66MORE","RT","A","2012",0.094,
"CZE","POVERTYGAP","66MORE","RT","A","2013",0.134,
"CZE","POVERTYGAP","66MORE","RT","A","2014",0.08,
"CZE","POVERTYGAP","66MORE","RT","A","2015",0.086,
"CZE","POVERTYGAP","66MORE","RT","A","2016",0.122,
"CZE","POVERTYGAP","66MORE","RT","A","2017",0.112,
"DNK","POVERTYGAP","66MORE","RT","A","2011",0.09,
"DNK","POVERTYGAP","66MORE","RT","A","2012",0.095,
"DNK","POVERTYGAP","66MORE","RT","A","2013",0.099,
"DNK","POVERTYGAP","66MORE","RT","A","2014",0.111,
"DNK","POVERTYGAP","66MORE","RT","A","2015",0.111,
"DNK","POVERTYGAP","66MORE","RT","A","2016",0.109,
"FIN","POVERTYGAP","66MORE","RT","A","1987",0.135,
"FIN","POVERTYGAP","66MORE","RT","A","1988",0.117,
"FIN","POVERTYGAP","66MORE","RT","A","1989",0.134,
"FIN","POVERTYGAP","66MORE","RT","A","1990",0.146,
"FIN","POVERTYGAP","66MORE","RT","A","1991",0.138,
"FIN","POVERTYGAP","66MORE","RT","A","1992",0.133,
"FIN","POVERTYGAP","66MORE","RT","A","1993",0.115,
"FIN","POVERTYGAP","66MORE","RT","A","1994",0.12,
"FIN","POVERTYGAP","66MORE","RT","A","1995",0.115,
"FIN","POVERTYGAP","66MORE","RT","A","1996",0.118,
"FIN","POVERTYGAP","66MORE","RT","A","1997",0.129,
"FIN","POVERTYGAP","66MORE","RT","A","1998",0.119,
"FIN","POVERTYGAP","66MORE","RT","A","1999",0.14,
"FIN","POVERTYGAP","66MORE","RT","A","2000",0.139,
"FIN","POVERTYGAP","66MORE","RT","A","2001",0.124,
"FIN","POVERTYGAP","66MORE","RT","A","2002",0.106,
"FIN","POVERTYGAP","66MORE","RT","A","2003",0.139,
"FIN","POVERTYGAP","66MORE","RT","A","2004",0.117,
"FIN","POVERTYGAP","66MORE","RT","A","2005",0.124,
"FIN","POVERTYGAP","66MORE","RT","A","2006",0.114,
"FIN","POVERTYGAP","66MORE","RT","A","2007",0.11,
"FIN","POVERTYGAP","66MORE","RT","A","2008",0.101,
"FIN","POVERTYGAP","66MORE","RT","A","2009",0.103,
"FIN","POVERTYGAP","66MORE","RT","A","2010",0.119,
"FIN","POVERTYGAP","66MORE","RT","A","2011",0.111,
"FIN","POVERTYGAP","66MORE","RT","A","2012",0.117,
"FIN","POVERTYGAP","66MORE","RT","A","2013",0.114,
"FIN","POVERTYGAP","66MORE","RT","A","2014",0.101,
"FIN","POVERTYGAP","66MORE","RT","A","2015",0.091,
"FIN","POVERTYGAP","66MORE","RT","A","2016",0.113,
"FIN","POVERTYGAP","66MORE","RT","A","2017",0.116,
"FRA","POVERTYGAP","66MORE","RT","A","2012",0.218,
"FRA","POVERTYGAP","66MORE","RT","A","2013",0.153,
"FRA","POVERTYGAP","66MORE","RT","A","2014",0.176,
"FRA","POVERTYGAP","66MORE","RT","A","2015",0.162,
"FRA","POVERTYGAP","66MORE","RT","A","2016",0.157,
"FRA","POVERTYGAP","66MORE","RT","A","2017",0.249,
"DEU","POVERTYGAP","66MORE","RT","A","2008",0.198,
"DEU","POVERTYGAP","66MORE","RT","A","2011",0.195,
"DEU","POVERTYGAP","66MORE","RT","A","2012",0.185,
"DEU","POVERTYGAP","66MORE","RT","A","2013",0.187,
"DEU","POVERTYGAP","66MORE","RT","A","2014",0.202,
"DEU","POVERTYGAP","66MORE","RT","A","2015",0.189,
"DEU","POVERTYGAP","66MORE","RT","A","2016",0.183,
"DEU","POVERTYGAP","66MORE","RT","A","2017",0.17,
"GRC","POVERTYGAP","66MORE","RT","A","2004",0.241,
"GRC","POVERTYGAP","66MORE","RT","A","2005",0.234,
"GRC","POVERTYGAP","66MORE","RT","A","2006",0.235,
"GRC","POVERTYGAP","66MORE","RT","A","2007",0.224,
"GRC","POVERTYGAP","66MORE","RT","A","2008",0.19,
"GRC","POVERTYGAP","66MORE","RT","A","2009",0.198,
"GRC","POVERTYGAP","66MORE","RT","A","2010",0.209,
"GRC","POVERTYGAP","66MORE","RT","A","2011",0.257,
"GRC","POVERTYGAP","66MORE","RT","A","2012",0.205,
"GRC","POVERTYGAP","66MORE","RT","A","2013",0.241,
"GRC","POVERTYGAP","66MORE","RT","A","2014",0.232,
"GRC","POVERTYGAP","66MORE","RT","A","2015",0.231,
"GRC","POVERTYGAP","66MORE","RT","A","2016",0.294,
"GRC","POVERTYGAP","66MORE","RT","A","2017",0.237,
"HUN","POVERTYGAP","66MORE","RT","A","2006",0.174,
"HUN","POVERTYGAP","66MORE","RT","A","2007",0.137,
"HUN","POVERTYGAP","66MORE","RT","A","2008",0.129,
"HUN","POVERTYGAP","66MORE","RT","A","2009",0.15,
"HUN","POVERTYGAP","66MORE","RT","A","2010",0.141,
"HUN","POVERTYGAP","66MORE","RT","A","2011",0.167,
"HUN","POVERTYGAP","66MORE","RT","A","2012",0.176,
"HUN","POVERTYGAP","66MORE","RT","A","2013",0.253,
"HUN","POVERTYGAP","66MORE","RT","A","2014",0.299,
"HUN","POVERTYGAP","66MORE","RT","A","2015",0.26,
"HUN","POVERTYGAP","66MORE","RT","A","2016",0.444,
"HUN","POVERTYGAP","66MORE","RT","A","2017",0.218,
"ISL","POVERTYGAP","66MORE","RT","A","2004",0.164,
"ISL","POVERTYGAP","66MORE","RT","A","2005",0.16,
"ISL","POVERTYGAP","66MORE","RT","A","2006",0.173,
"ISL","POVERTYGAP","66MORE","RT","A","2007",0.172,
"ISL","POVERTYGAP","66MORE","RT","A","2008",0.179,
"ISL","POVERTYGAP","66MORE","RT","A","2009",0.328,
"ISL","POVERTYGAP","66MORE","RT","A","2010",0.318,
"ISL","POVERTYGAP","66MORE","RT","A","2011",0.239,
"ISL","POVERTYGAP","66MORE","RT","A","2012",0.243,
"ISL","POVERTYGAP","66MORE","RT","A","2013",0.21,
"ISL","POVERTYGAP","66MORE","RT","A","2014",0.409,
"ISL","POVERTYGAP","66MORE","RT","A","2015",0.115,
"IRL","POVERTYGAP","66MORE","RT","A","2004",0.142,
"IRL","POVERTYGAP","66MORE","RT","A","2005",0.115,
"IRL","POVERTYGAP","66MORE","RT","A","2006",0.116,
"IRL","POVERTYGAP","66MORE","RT","A","2007",0.188,
"IRL","POVERTYGAP","66MORE","RT","A","2008",0.26,
"IRL","POVERTYGAP","66MORE","RT","A","2009",0.36,
"IRL","POVERTYGAP","66MORE","RT","A","2010",0.455,
"IRL","POVERTYGAP","66MORE","RT","A","2011",0.306,
"IRL","POVERTYGAP","66MORE","RT","A","2012",0.322,
"IRL","POVERTYGAP","66MORE","RT","A","2013",0.481,
"IRL","POVERTYGAP","66MORE","RT","A","2014",0.35,
"IRL","POVERTYGAP","66MORE","RT","A","2015",0.329,
"IRL","POVERTYGAP","66MORE","RT","A","2016",0.269,
"IRL","POVERTYGAP","66MORE","RT","A","2017",0.168,"P"
"ITA","POVERTYGAP","66MORE","RT","A","2004",0.228,
"ITA","POVERTYGAP","66MORE","RT","A","2005",0.223,
"ITA","POVERTYGAP","66MORE","RT","A","2006",0.228,
"ITA","POVERTYGAP","66MORE","RT","A","2007",0.219,
"ITA","POVERTYGAP","66MORE","RT","A","2008",0.222,
"ITA","POVERTYGAP","66MORE","RT","A","2009",0.197,
"ITA","POVERTYGAP","66MORE","RT","A","2010",0.184,
"ITA","POVERTYGAP","66MORE","RT","A","2011",0.184,
"ITA","POVERTYGAP","66MORE","RT","A","2012",0.21,
"ITA","POVERTYGAP","66MORE","RT","A","2013",0.215,
"ITA","POVERTYGAP","66MORE","RT","A","2014",0.234,
"ITA","POVERTYGAP","66MORE","RT","A","2015",0.278,
"ITA","POVERTYGAP","66MORE","RT","A","2016",0.274,
"ITA","POVERTYGAP","66MORE","RT","A","2017",0.284,
"JPN","POVERTYGAP","66MORE","RT","A","2009",0.328,
"JPN","POVERTYGAP","66MORE","RT","A","2012",0.323,
"JPN","POVERTYGAP","66MORE","RT","A","2015",0.324,
"KOR","POVERTYGAP","66MORE","RT","A","2015",0.406,
"KOR","POVERTYGAP","66MORE","RT","A","2016",0.399,
"KOR","POVERTYGAP","66MORE","RT","A","2017",0.4,
"LUX","POVERTYGAP","66MORE","RT","A","2015",0.403,
"LUX","POVERTYGAP","66MORE","RT","A","2016",0.253,
"LUX","POVERTYGAP","66MORE","RT","A","2017",0.352,
"MEX","POVERTYGAP","66MORE","RT","A","2012",0.407,
"MEX","POVERTYGAP","66MORE","RT","A","2014",0.359,
"MEX","POVERTYGAP","66MORE","RT","A","2016",0.457,
"NLD","POVERTYGAP","66MORE","RT","A","2011",0.415,
"NLD","POVERTYGAP","66MORE","RT","A","2012",0.413,
"NLD","POVERTYGAP","66MORE","RT","A","2013",0.36,
"NLD","POVERTYGAP","66MORE","RT","A","2014",0.338,
"NLD","POVERTYGAP","66MORE","RT","A","2015",0.449,
"NLD","POVERTYGAP","66MORE","RT","A","2016",0.314,"P"
"NZL","POVERTYGAP","66MORE","RT","A","2011",0.138,
"NZL","POVERTYGAP","66MORE","RT","A","2012",0.085,
"NZL","POVERTYGAP","66MORE","RT","A","2014",0.129,
"NOR","POVERTYGAP","66MORE","RT","A","2004",0.118,
"NOR","POVERTYGAP","66MORE","RT","A","2008",0.117,
"NOR","POVERTYGAP","66MORE","RT","A","2009",0.118,
"NOR","POVERTYGAP","66MORE","RT","A","2010",0.119,
"NOR","POVERTYGAP","66MORE","RT","A","2011",0.135,
"NOR","POVERTYGAP","66MORE","RT","A","2012",0.136,
"NOR","POVERTYGAP","66MORE","RT","A","2013",0.132,
"NOR","POVERTYGAP","66MORE","RT","A","2014",0.131,
"NOR","POVERTYGAP","66MORE","RT","A","2015",0.148,
"NOR","POVERTYGAP","66MORE","RT","A","2016",0.142,
"NOR","POVERTYGAP","66MORE","RT","A","2017",0.152,
"POL","POVERTYGAP","66MORE","RT","A","2005",0.164,
"POL","POVERTYGAP","66MORE","RT","A","2006",0.14,
"POL","POVERTYGAP","66MORE","RT","A","2007",0.145,
"POL","POVERTYGAP","66MORE","RT","A","2008",0.168,
"POL","POVERTYGAP","66MORE","RT","A","2009",0.173,
"POL","POVERTYGAP","66MORE","RT","A","2010",0.183,
"POL","POVERTYGAP","66MORE","RT","A","2011",0.171,
"POL","POVERTYGAP","66MORE","RT","A","2012",0.166,
"POL","POVERTYGAP","66MORE","RT","A","2013",0.166,
"POL","POVERTYGAP","66MORE","RT","A","2014",0.189,
"POL","POVERTYGAP","66MORE","RT","A","2015",0.181,
"POL","POVERTYGAP","66MORE","RT","A","2016",0.182,
"POL","POVERTYGAP","66MORE","RT","A","2017",0.181,
"PRT","POVERTYGAP","66MORE","RT","A","2004",0.231,
"PRT","POVERTYGAP","66MORE","RT","A","2005",0.237,
"PRT","POVERTYGAP","66MORE","RT","A","2006",0.25,
"PRT","POVERTYGAP","66MORE","RT","A","2007",0.205,
"PRT","POVERTYGAP","66MORE","RT","A","2008",0.215,
"PRT","POVERTYGAP","66MORE","RT","A","2009",0.193,
"PRT","POVERTYGAP","66MORE","RT","A","2010",0.196,
"PRT","POVERTYGAP","66MORE","RT","A","2011",0.184,
"PRT","POVERTYGAP","66MORE","RT","A","2012",0.198,
"PRT","POVERTYGAP","66MORE","RT","A","2013",0.207,
"PRT","POVERTYGAP","66MORE","RT","A","2014",0.201,
"PRT","POVERTYGAP","66MORE","RT","A","2015",0.21,
"PRT","POVERTYGAP","66MORE","RT","A","2016",0.206,
"PRT","POVERTYGAP","66MORE","RT","A","2017",0.214,
"SVK","POVERTYGAP","66MORE","RT","A","2004",0.164,
"SVK","POVERTYGAP","66MORE","RT","A","2005",0.161,
"SVK","POVERTYGAP","66MORE","RT","A","2006",0.177,
"SVK","POVERTYGAP","66MORE","RT","A","2007",0.133,
"SVK","POVERTYGAP","66MORE","RT","A","2008",0.166,
"SVK","POVERTYGAP","66MORE","RT","A","2009",0.139,
"SVK","POVERTYGAP","66MORE","RT","A","2010",0.125,
"SVK","POVERTYGAP","66MORE","RT","A","2011",0.128,
"SVK","POVERTYGAP","66MORE","RT","A","2012",0.125,
"SVK","POVERTYGAP","66MORE","RT","A","2013",0.125,
"SVK","POVERTYGAP","66MORE","RT","A","2014",0.132,
"SVK","POVERTYGAP","66MORE","RT","A","2015",0.108,
"SVK","POVERTYGAP","66MORE","RT","A","2016",0.241,
"ESP","POVERTYGAP","66MORE","RT","A","2007",0.2,
"ESP","POVERTYGAP","66MORE","RT","A","2008",0.222,
"ESP","POVERTYGAP","66MORE","RT","A","2009",0.215,
"ESP","POVERTYGAP","66MORE","RT","A","2010",0.255,
"ESP","POVERTYGAP","66MORE","RT","A","2011",0.284,
"ESP","POVERTYGAP","66MORE","RT","A","2012",0.351,
"ESP","POVERTYGAP","66MORE","RT","A","2013",0.346,
"ESP","POVERTYGAP","66MORE","RT","A","2014",0.314,
"ESP","POVERTYGAP","66MORE","RT","A","2015",0.286,
"ESP","POVERTYGAP","66MORE","RT","A","2016",0.302,
"ESP","POVERTYGAP","66MORE","RT","A","2017",0.269,
"SWE","POVERTYGAP","66MORE","RT","A","2013",0.148,
"SWE","POVERTYGAP","66MORE","RT","A","2014",0.145,
"SWE","POVERTYGAP","66MORE","RT","A","2015",0.144,
"SWE","POVERTYGAP","66MORE","RT","A","2016",0.142,
"SWE","POVERTYGAP","66MORE","RT","A","2017",0.142,
"CHE","POVERTYGAP","66MORE","RT","A","2006",0.239,
"CHE","POVERTYGAP","66MORE","RT","A","2007",0.261,
"CHE","POVERTYGAP","66MORE","RT","A","2008",0.277,
"CHE","POVERTYGAP","66MORE","RT","A","2009",0.229,
"CHE","POVERTYGAP","66MORE","RT","A","2010",0.266,
"CHE","POVERTYGAP","66MORE","RT","A","2011",0.24,
"CHE","POVERTYGAP","66MORE","RT","A","2012",0.237,
"CHE","POVERTYGAP","66MORE","RT","A","2013",0.224,
"CHE","POVERTYGAP","66MORE","RT","A","2014",0.227,
"CHE","POVERTYGAP","66MORE","RT","A","2015",0.243,
"TUR","POVERTYGAP","66MORE","RT","A","2011",0.337,
"TUR","POVERTYGAP","66MORE","RT","A","2012",0.332,
"TUR","POVERTYGAP","66MORE","RT","A","2013",0.332,
"TUR","POVERTYGAP","66MORE","RT","A","2014",0.332,
"TUR","POVERTYGAP","66MORE","RT","A","2015",0.318,
"GBR","POVERTYGAP","66MORE","RT","A","2002",0.221,
"GBR","POVERTYGAP","66MORE","RT","A","2003",0.223,
"GBR","POVERTYGAP","66MORE","RT","A","2004",0.222,
"GBR","POVERTYGAP","66MORE","RT","A","2005",0.234,
"GBR","POVERTYGAP","66MORE","RT","A","2006",0.262,
"GBR","POVERTYGAP","66MORE","RT","A","2007",0.254,
"GBR","POVERTYGAP","66MORE","RT","A","2008",0.263,
"GBR","POVERTYGAP","66MORE","RT","A","2009",0.248,
"GBR","POVERTYGAP","66MORE","RT","A","2010",0.249,
"GBR","POVERTYGAP","66MORE","RT","A","2011",0.238,
"GBR","POVERTYGAP","66MORE","RT","A","2012",0.255,
"GBR","POVERTYGAP","66MORE","RT","A","2013",0.248,
"GBR","POVERTYGAP","66MORE","RT","A","2014",0.246,
"GBR","POVERTYGAP","66MORE","RT","A","2015",0.268,
"GBR","POVERTYGAP","66MORE","RT","A","2016",0.285,
"GBR","POVERTYGAP","66MORE","RT","A","2017",0.27,
"USA","POVERTYGAP","66MORE","RT","A","2013",0.371,
"USA","POVERTYGAP","66MORE","RT","A","2014",0.384,
"USA","POVERTYGAP","66MORE","RT","A","2015",0.364,
"USA","POVERTYGAP","66MORE","RT","A","2016",0.372,
"USA","POVERTYGAP","66MORE","RT","A","2017",0.382,
"CHL","POVERTYGAP","66MORE","RT","A","2009",0.309,
"CHL","POVERTYGAP","66MORE","RT","A","2011",0.328,
"CHL","POVERTYGAP","66MORE","RT","A","2013",0.296,
"CHL","POVERTYGAP","66MORE","RT","A","2015",0.293,
"CHL","POVERTYGAP","66MORE","RT","A","2017",0.285,
"EST","POVERTYGAP","66MORE","RT","A","2013",0.111,
"EST","POVERTYGAP","66MORE","RT","A","2014",0.122,
"EST","POVERTYGAP","66MORE","RT","A","2015",0.138,
"EST","POVERTYGAP","66MORE","RT","A","2016",0.146,
"EST","POVERTYGAP","66MORE","RT","A","2017",0.162,
"ISR","POVERTYGAP","66MORE","RT","A","2011",0.404,
"ISR","POVERTYGAP","66MORE","RT","A","2012",0.377,
"ISR","POVERTYGAP","66MORE","RT","A","2013",0.313,
"ISR","POVERTYGAP","66MORE","RT","A","2014",0.391,
"ISR","POVERTYGAP","66MORE","RT","A","2015",0.269,
"ISR","POVERTYGAP","66MORE","RT","A","2016",0.292,
"ISR","POVERTYGAP","66MORE","RT","A","2017",0.28,
"ISR","POVERTYGAP","66MORE","RT","A","2018",0.313,
"LVA","POVERTYGAP","66MORE","RT","A","2004",0.178,
"LVA","POVERTYGAP","66MORE","RT","A","2005",0.145,
"LVA","POVERTYGAP","66MORE","RT","A","2006",0.183,
"LVA","POVERTYGAP","66MORE","RT","A","2007",0.251,
"LVA","POVERTYGAP","66MORE","RT","A","2008",0.226,
"LVA","POVERTYGAP","66MORE","RT","A","2009",0.148,
"LVA","POVERTYGAP","66MORE","RT","A","2010",0.194,
"LVA","POVERTYGAP","66MORE","RT","A","2011",0.142,
"LVA","POVERTYGAP","66MORE","RT","A","2012",0.148,
"LVA","POVERTYGAP","66MORE","RT","A","2013",0.137,
"LVA","POVERTYGAP","66MORE","RT","A","2014",0.16,
"LVA","POVERTYGAP","66MORE","RT","A","2015",0.207,
"LVA","POVERTYGAP","66MORE","RT","A","2016",0.213,
"LVA","POVERTYGAP","66MORE","RT","A","2017",0.231,
"LTU","POVERTYGAP","66MORE","RT","A","2004",0.154,
"LTU","POVERTYGAP","66MORE","RT","A","2005",0.162,
"LTU","POVERTYGAP","66MORE","RT","A","2006",0.176,
"LTU","POVERTYGAP","66MORE","RT","A","2007",0.179,
"LTU","POVERTYGAP","66MORE","RT","A","2008",0.145,
"LTU","POVERTYGAP","66MORE","RT","A","2009",0.176,
"LTU","POVERTYGAP","66MORE","RT","A","2010",0.293,
"LTU","POVERTYGAP","66MORE","RT","A","2011",0.176,
"LTU","POVERTYGAP","66MORE","RT","A","2012",0.158,
"LTU","POVERTYGAP","66MORE","RT","A","2013",0.159,
"LTU","POVERTYGAP","66MORE","RT","A","2014",0.178,
"LTU","POVERTYGAP","66MORE","RT","A","2015",0.187,
"LTU","POVERTYGAP","66MORE","RT","A","2016",0.195,
"LTU","POVERTYGAP","66MORE","RT","A","2017",0.197,
"SVN","POVERTYGAP","66MORE","RT","A","2004",0.219,
"SVN","POVERTYGAP","66MORE","RT","A","2005",0.213,
"SVN","POVERTYGAP","66MORE","RT","A","2006",0.208,
"SVN","POVERTYGAP","66MORE","RT","A","2007",0.208,
"SVN","POVERTYGAP","66MORE","RT","A","2008",0.205,
"SVN","POVERTYGAP","66MORE","RT","A","2009",0.195,
"SVN","POVERTYGAP","66MORE","RT","A","2010",0.184,
"SVN","POVERTYGAP","66MORE","RT","A","2011",0.178,
"SVN","POVERTYGAP","66MORE","RT","A","2012",0.169,
"SVN","POVERTYGAP","66MORE","RT","A","2013",0.187,
"SVN","POVERTYGAP","66MORE","RT","A","2014",0.187,
"SVN","POVERTYGAP","66MORE","RT","A","2015",0.194,
"SVN","POVERTYGAP","66MORE","RT","A","2016",0.182,
"SVN","POVERTYGAP","66MORE","RT","A","2017",0.169,
